chrom	start	end	strand	fc_P	fc_E	fc_A	PE_diff
chr6	137698600	137708700	+	24.5826	4.41213	10.38	20.170469999999998
chrX	68742600	68747100	-	20.9388	0.773019	10.5	20.165781
chr19	47610700	47612800	-	21.9098	1.74987	7.22	20.15993
chr4	123082000	123091200	-	21.9106	1.7766400000000002	7.76	20.13396
chr16	22918500	22922700	+	21.4666	1.35805	24.04	20.10855
chr17	56247000	56259600	-	23.2244	3.1185400000000003	14.91	20.10586
chr5	91359500	91361500	+	21.2672	1.16484	2.67	20.102359999999997
chr17	79135265	79137100	-	20.6523	0.611954	7.77	20.040346
chr17	79135808	79137100	-	20.6523	0.611954	4.33	20.040346
chr18	31793794	31796700	+	21.6393	1.5995700000000002	8.51	20.03973
chr18	31794402	31796700	+	21.6393	1.5995700000000002	2.85	20.03973
chr17	23926400	23928700	+	22.2963	2.25983	6.9	20.036469999999998
chr5	109987000	109988430	-	20.6669	0.64426	8.09	20.02264
chr19	7042300	7046100	-	22.0815	2.06138	2.51	20.02012
chr1	40276700	40295100	+	23.4395	3.4351300000000005	24.56	20.004369999999998
chr9	25288822	25297100	+	24.2828	4.28322	11.44	19.99958
chr4	137878100	137884700	-	23.0235	3.02731	24.61	19.99619
chr3	152140400	152141900	-	21.495	1.50312	3.48	19.991880000000002
chr5	44052915	44055000	+	21.038	1.04684	2.71	19.99116
chr7	54305400	54311400	+	21.5812	1.59419	8.15	19.987009999999998
chr18	35811200	35818600	-	22.1671	2.20076	11.22	19.966340000000002
chr12	104890700	104903800	-	23.3104	3.3492900000000003	16.05	19.96111
chr11	94936400	94941400	-	21.238000000000003	1.28852	4.96	19.94948
chr1	186555200	186557900	-	21.039	1.08961	12.53	19.94939
chr10	74522662	74534100	+	23.2114	3.26883	11.97	19.94257
chr12	113916200	113918400	+	21.4101	1.47081	5.4	19.93929
chr3	51904800	51906988	-	21.2815	1.34728	19.57	19.93422
chr11	97275700	97278100	+	20.9953	1.07361	6.26	19.92169
chr15	98710800	98712166	-	21.0378	1.11669	3.15	19.921110000000002
chr12	70268900	70270400	+	21.0378	1.11669	4.11	19.921110000000002
chr19	55162300	55200100	-	24.1532	4.26722	8.44	19.885979999999996
chr7	88849400	88852800	-	21.8533	1.97001	7.65	19.883290000000002
chr3	90340600	90342600	+	21.3804	1.50296	11.78	19.87744
chr19	11020600	11025500	-	22.981	3.10777	1.58	19.873230000000003
chr16	87353700	87355300	+	20.8953	1.02515	11.06	19.87015
chr15	101003100	101008400	+	21.5674	1.72295	12.59	19.84445
chr4	114671600	114673800	+	21.0805	1.24529	7.72	19.83521
chr11	53839700	53843300	-	21.9098	2.07738	21.34	19.83242
chrX	136144429	136147800	+	21.66800000000001	1.84632	11.01	19.82168000000001
chr5	89021300	89034200	+	22.9111	3.097	16.22	19.8141
chr1	179370500	179372347	-	20.624	0.810555	12.47	19.813444999999998
chr15	27395400	27399900	+	21.2957	1.48681	5.11	19.80889
chr3	95392507	95394500	+	20.6523	0.84809	2.43	19.80421
chr16	17758900	17762700	+	21.9954	2.20614	2.49	19.78926
chr11	5776200	5779200	-	21.2939	1.50819	6.12	19.78571
chr6	124874000	124884500	+	22.9824	3.19899	22.74	19.78341
chr4	154300600	154304600	-	22.0531	2.2706	15.98	19.7825
chr4	56876600	56878430	-	21.9533	2.21137	2.88	19.74193
chr15	82073900	82075573	-	21.9244	2.19537	2.63	19.729029999999998
chr4	62874600	62880400	+	23.6106	3.90771	3.29	19.702890000000004
chr18	36884900	36886800	-	20.9947	1.29375	3.61	19.700950000000002
chr7	28016900	28019600	+	21.2239	1.53527	2.98	19.68863
chr10	30522100	30523800	-	21.1817	1.49758	4.13	19.68412
chrX	160857359	160859200	+	20.181	0.536729	4.16	19.644271
chr3	130314500	130322700	+	22.4676	2.82348	9.52	19.64412
chr7	139990400	140006400	-	21.7669	2.16322	14.44	19.60368
chr5	138228119	138229700	+	22.0378	2.44782	13.56	19.58998
chrX	20280700	20282247	+	20.067	0.493963	4.87	19.573037
chr2	6241900	6244035	+	22.1673	2.61396	22.72	19.553340000000002
chr3	27836800	27838900	+	20.4808	0.939468	8.73	19.541331999999997
chrX	71499793	71501400	+	20.495	0.955621	4.55	19.539379
chr1	167626600	167639100	-	20.9817	1.46543	6.57	19.51627
chr9	22192600	22194700	-	20.5092	0.998387	3.07	19.510813
chr16	16895400	16898500	+	22.0238	2.52273	3.61	19.501070000000002
chr18	38331000	38346500	-	23.2381	3.74126	39.84	19.49684
chr17	46519700	46522800	+	21.7525	2.26506	5.53	19.48744
chr14	45970861	45973600	+	21.139	1.65311	2.63	19.485889999999998
chr7	26464600	26475500	+	21.0368	1.58896	10.18	19.44784
chr5	125912200	125915400	-	22.1098	2.67826	2.83	19.43154
chr9	64658300	64666000	+	21.7389	2.30798	5.6	19.43092
chr3	138868000	138869500	+	21.4237	2.00754	4.16	19.41616
chr16	38712200	38714500	-	20.3954	0.987772	7.23	19.407628
chr7	86056700	86059600	+	20.6935	1.28852	6.04	19.404980000000002
chr13	74907100	74909100	-	20.4806	1.13253	10.54	19.34807
chr7	31092800	31101100	+	21.567	2.25983	13.65	19.30717
chr9	107876400	107881000	+	20.809	1.50835	8.04	19.30065
chr3	63732200	63733671	-	20.2235	0.928546	8.42	19.294954
chrX	99699400	99701084	-	20.0814	0.8051699999999999	5.28	19.276229999999998
chrX	71557100	71560900	+	20.0379	0.7676350000000001	5.33	19.270265000000002
chr11	20230000	20234100	-	20.9648	1.69633	18.66	19.26847
chr15	31496800	31508100	+	23.3675	4.106	22.82	19.261499999999998
chr1	137624600	137628500	+	20.2379	0.993002	7.4	19.244898
chr5	152034100	152037400	-	21.0234	1.7931	20.41	19.2303
chr14	51563501	51567900	+	19.9672	0.740714	4.26	19.226485999999998
chr2	133376400	133379475	+	20.2525	1.03054	6.68	19.221960000000003
chr14	15534700	15537100	+	20.4094	1.20253	4.78	19.206870000000002
chr19	10091900	10093700	+	21.4377	2.23291	3.41	19.20479
chrX	98469212	98471000	+	20.0382	0.853474	1.73	19.184726
chr10	128227100	128231100	+	21.8102	2.6354900000000003	17.43	19.174709999999997
chr3	127490800	127497600	+	21.152	1.99693	9.25	19.155070000000002
chrX	7366735	7369200	+	19.9955	0.842706	2.53	19.152794
chr5	34508300	34514400	-	20.3229	1.1808299999999998	7.04	19.14207
chr8	71922999	71924700	+	21.9104	2.77502	20.84	19.135379999999998
chr13	23521700	23523208	-	20.0384	0.912547	2.57	19.125853
chr4	43037100	43039058	-	22.5668	3.4459	13.23	19.1209
chr4	117957600	117963525	-	22.0529	2.97901	10.84	19.073890000000002
chr10	6604965	6607200	-	20.1518	1.10053	6.35	19.051270000000002
chr7	139762700	139769100	-	20.4946	1.44928	8.09	19.045319999999997
chr2	127613900	127617900	-	20.4237	1.37943	2.74	19.04427
chrX	20235022	20236600	+	19.4949	0.4562729999999999	2.6	19.038627
chr17	66299300	66301200	-	20.7667	1.72849	6.84	19.03821
chr12	101962100	101964600	-	20.6933	1.6694099999999998	4.68	19.02389
chr17	63132100	63134800	-	20.1666	1.16484	9.09	19.001759999999997
chr12	114179100	114180900	-	21.8383	2.85025	9.99	18.98805
chr11	106053600	106056700	-	20.6655	1.68018	7.55	18.98532
chr2	125448800	125452900	-	20.9384	1.95385	2.11	18.984550000000002
chr7	59259900	59261553	-	19.423	0.445505	4.21	18.977494999999998
chr16	18287400	18289738	-	22.0108	3.04331	4.39	18.967489999999998
chr3	151851000	151855516	-	20.6385	1.6748	2.44	18.9637
chr3	151851000	151855586	-	20.6385	1.6748	8.64	18.9637
chr5	151237800	151240090	+	19.723	0.773019	6.91	18.949980999999998
chr14	123380900	123383600	-	21.4515	2.5068900000000003	7.19	18.944609999999997
chr5	35383000	35390900	+	22.1663	3.2313	38.44	18.935
chr3	127596700	127599615	-	20.1958	1.27744	4.72	18.91836
chr18	74600200	74604400	+	21.4251	2.51212	3.37	18.91298
chr6	99614900	99617900	-	19.8947	1.01469	4.61	18.88001
chr15	6823475	6825200	-	20.0662	1.18653	5.01	18.879669999999997
chr10	5150900	5154200	+	20.8951	2.01831	17.27	18.87679
chr1	133693608	133696900	+	20.0375	1.16484	17.26	18.87266
chr19	25073916	25075500	+	19.9235	1.05207	6.68	18.87143
chr10	99477300	99479115	+	19.7803	0.917931	2.59	18.862369
chr16	52452319	52454900	-	20.3794	1.51912	5.94	18.86028
chr2	102239300	102242003	-	22.7103	3.85386	3.85	18.85644
chr2	105237100	105239771	-	19.4805	0.638875	5.48	18.841625
chr15	76158500	76163300	+	22.2232	3.39775	6.63	18.82545
chr1	95028700	95036400	+	22.0094	3.2151400000000003	14.68	18.794259999999998
chr5	145965050	145968600	+	21.0238	2.23306	1.8	18.79074
chr7	19733500	19734940	-	20.0508	1.26144	4.3	18.78936
chr14	106294600	106296099	-	19.5663	0.778403	8.09	18.787896999999997
chr9	72891600	72896200	+	20.6094	1.84125	2.72	18.768150000000002
chr4	114729100	114730500	+	20.3948	1.6428	7.63	18.752
chr1	186645800	186656800	-	22.6093	3.85925	36.06	18.75005
chr3	88424200	88426045	+	19.9089	1.16484	7.48	18.744059999999998
chr5	130554200	130560600	+	21.4385	2.71072	2.66	18.727780000000003
chr12	117500622	117502500	-	19.7091	0.982388	3.24	18.726712
chr8	87513525	87515600	+	20.2219	1.51404	13.81	18.70786
chr13	33095500	33098700	+	20.2948	1.61573	13.71	18.67907
chr5	105947500	105949147	+	19.6667	0.993002	4.26	18.673697999999998
chrX	163819300	163821300	-	19.5951	0.939314	1.64	18.655786
chr7	48853800	48856100	+	19.7518	1.10576	3.32	18.64604
chr19	5662400	5664900	-	20.5369	1.91632	8.12	18.62058
chr11	8395000	8405500	-	21.3097	2.71595	15.24	18.59375
chr7	107307403	107310400	+	21.4812	2.89317	14.72	18.58803
chr3	134874500	134876700	+	19.4517	0.864243	1.91	18.587457
chr12	114309900	114313900	+	20.937	2.35659	15.99	18.58041
chr4	128479000	128483448	-	20.5387	1.96447	5.02	18.57423
chr10	7308500	7311000	+	19.9372	1.36882	2.57	18.56838
chr5	29521400	29523300	+	20.2658	1.7071	3.3	18.558699999999998
chr18	69502100	69505300	+	19.3226	0.773019	7.18	18.549581
chr4	155570100	155571933	-	20.4243	1.87878	2.24	18.54552
chr4	155570100	155572486	-	20.4243	1.87878	7.57	18.54552
chr9	57286600	57288600	-	20.1808	1.64788	8.74	18.53292
chr2	29903500	29905093	-	19.5653	1.06284	14.82	18.50246
chr5	36099400	36101700	+	19.9938	1.51389	5.99	18.47991
chr17	7031400	7033500	-	19.4949	1.03608	12.14	18.458820000000003
chr7	19660300	19665600	+	21.8661	3.4139	4.95	18.452199999999998
chr9	108191100	108194200	+	20.5653	2.13646	5.3	18.42884
chrX	148775200	148778200	-	19.5667	1.1433	2.96	18.4234
chr7	150659000	150664100	+	21.8239	3.41374	12.3	18.410159999999998
chr4	32326082	32338800	+	22.339	3.93432	16.89	18.40468
chrX	97972386	97979000	+	19.4955	1.09499	12.36	18.40051
chr5	64726400	64739000	+	22.6386	4.25122	34.91	18.38738
chr16	96412500	96414610	-	19.2938	0.907317	1.81	18.386483000000002
chr13	37869600	37872200	+	19.5512	1.23483	2.72	18.316370000000003
chr13	56539100	56542600	+	20.3798	2.06646	24.01	18.31334
chr2	152168400	152170600	-	20.0944	1.7875599999999998	5.37	18.30684
chr2	91847500	91849500	-	20.0654	1.77141	5.12	18.29399
chr4	135727470	135737200	+	21.6103	3.32252	2.91	18.287779999999998
chr11	61188300	61193600	-	21.2802	2.99501	24.19	18.28519
chr13	110371405	110373400	+	18.9664	0.6977939999999999	16.03	18.268606000000002
chr7	73007027	73011800	+	19.952	1.68557	13.47	18.266430000000003
chr18	37965100	37970700	+	19.3078	1.06284	3.16	18.24496
chr4	147816000	147822100	-	21.7523	3.51574	16.35	18.23656
chr9	108755700	108758200	+	21.3375	3.10269	6.54	18.23481
chrX	131290500	131292700	+	19.0529	0.821169	3.04	18.231731
chr12	93013200	93018300	-	19.5799	1.35267	3.18	18.22723
chr4	154732300	154737500	-	20.4088	2.18476	13.52	18.22404
chr4	131899900	131902019	-	19.0942	0.912701	3.74	18.181499000000002
chr15	7081000	7104900	+	24.596	6.43552	16.06	18.16048
chr9	99466900	99470500	-	19.409	1.25083	17.83	18.15817
chr10	33845900	33852200	-	20.3095	2.17384	11.3	18.13566
chr5	36866900	36877600	-	20.5084	2.3778200000000003	2.93	18.130580000000002
chr13	21453900	21457700	+	19.7376	1.6155700000000002	3.18	18.12203
chr18	57133100	57135402	-	19.7097	1.63172	6.64	18.07798
chr10	79634200	79637100	+	20.4373	2.36167	20.66	18.07563
chr2	18615000	18616550	+	18.9658	0.912547	3.7	18.053253
chr10	25013600	25017048	-	18.6087	0.601186	6.7	18.007514
chr17	45643000	45644800	+	20.2948	2.30813	6.76	17.98667
chr11	58975200	58978700	-	20.6795	2.69995	21.48	17.97955
chr13	16100900	16108200	+	20.9663	3.05408	12.7	17.91222
chr19	6304100	6307800	+	20.1377	2.23291	5.17	17.90479
chr12	27099036	27100219	-	18.6373	0.735637	5.13	17.901663
chr6	90685000	90687600	-	19.6228	1.72849	6.13	17.89431
chr2	154437700	154442300	+	19.3372	1.46004	17.44	17.87716
chrX	50340954	50344900	+	19.0952	1.2183700000000002	6.09	17.876829999999998
chr10	20671400	20673300	+	19.4797	1.60496	7.1	17.874740000000003
chr11	58011400	58015700	+	20.0239	2.1899900000000003	10.46	17.83391
chr13	73762900	73765500	+	19.8654	2.03462	9.41	17.83078
chr3	104591256	104595400	+	19.6087	1.7874	3.94	17.821299999999997
chr19	40256100	40263400	-	19.7959	1.986	8.17	17.8099
chr1	75164400	75167300	+	20.5222	2.72149	14.17	17.800710000000002
chr13	4229100	4235800	+	19.4525	1.65311	3.33	17.79939
chr13	4229100	4235800	+	19.4525	1.65311	9.6	17.79939
chr8	87162000	87163680	+	18.7365	0.939468	4.31	17.797031999999998
chr10	114791400	114800900	-	20.3806	2.60319	9.87	17.77741
chr7	112798400	112802300	+	19.208	1.4331200000000002	11.98	17.77488
chr1	99991100	99993600	-	19.4092	1.69633	3.4	17.71287
chr19	8914400	8916400	+	20.1798	2.47997	5.27	17.69983
chr2	131316600	131318800	+	19.6518	1.95401	2.52	17.69779
chr12	113856400	113859400	+	20.1081	2.42643	14.74	17.68167
chr2	32462800	32467400	+	20.4661	2.79102	30.05	17.67508
chr4	132796983	132800400	+	18.9367	1.29913	6.02	17.637569999999997
chr1	173039000	173044889	+	20.2658	2.64088	12.21	17.62492
chr14	56253100	56256100	-	20.5371	2.91455	3.85	17.622549999999997
chr9	50299800	50309817	+	20.0093	2.4047400000000003	10.97	17.60456
chrX	96236900	96239400	+	18.2372	0.644105	5.63	17.593095
chr2	130462900	130469301	-	19.4665	1.88417	5.85	17.58233
chr13	49308800	49312400	-	20.1229	2.54965	18.88	17.57325
chr1	60465694	60468000	+	18.3228	0.751482	1.56	17.571318
chr5	114595200	114613400	+	20.5096	2.94686	26.92	17.562739999999998
chr7	121911400	121925500	+	20.8518	3.31714	16.93	17.534660000000002
chr10	19624400	19630700	-	19.1802	1.6692599999999995	13.86	17.510939999999998
chr6	83069400	83072700	-	19.8794	2.37259	7.55	17.50681
chr5	64620500	64636300	+	19.638	2.1363	2.17	17.501700000000003
chr10	82091500	82094800	+	19.1377	1.64788	9.33	17.489819999999998
chr4	93000900	93002900	-	18.2941	0.8053239999999999	11.67	17.488776
chr4	63213400	63224900	+	20.4523	2.98424	8.88	17.46806
chr2	109532600	109535100	+	19.4232	1.97524	4.35	17.447960000000002
chr6	3952700	3954900	+	18.037	0.590417	8.04	17.446583
chr11	72279800	72293400	-	22.6243	5.17946	38.93	17.444840000000003
chr6	29472100	29480200	+	20.9382	3.50497	4.35	17.43323
chr3	96072615	96074400	+	18.6073	1.18114	8.04	17.42616
chr17	35195300	35197000	+	19.0659	1.64265	3.91	17.42325
chr2	36085400	36086940	+	18.5376	1.15422	5.47	17.383380000000002
chr2	102025400	102027500	-	18.9515	1.57819	3.06	17.37331
chr6	49269134	49272600	+	18.0937	0.7460979999999999	5.16	17.347602
chr18	60777700	60787800	-	19.7947	2.45828	3.7	17.33642
chr19	6400100	6405300	+	18.6073	1.27775	9.23	17.329549999999998
chr4	45456300	45541600	-	23.0828	5.78603	22.08	17.29677
chr2	60718500	60723500	-	19.4382	2.1630700000000003	8.21	17.275129999999997
chr11	113061400	113063577	-	18.5943	1.32052	3.73	17.273780000000002
chr10	80728300	80730059	-	18.1791	0.9287	11.97	17.2504
chr19	55717465	55718800	-	18.4508	1.22391	3.56	17.22689
chr15	76445900	76452400	-	20.0796	2.8984	27.13	17.1812
chr16	32162600	32166900	-	18.8225	1.66403	11.22	17.15847
chr5	24080700	24084700	-	19.236	2.09338	6.86	17.14262
chr10	66585900	66597500	+	18.5378	1.39559	1.38	17.142210000000002
chr4	119405500	119407600	+	18.4362	1.29898	4.51	17.13722
chr11	88814700	88817600	-	17.9511	0.8213229999999999	5.99	17.129777
chr11	102050300	102052900	+	18.865	1.74448	3.94	17.12052
chr2	112331700	112336400	+	18.9658	1.85725	13.99	17.10855
chrX	90876700	90878296	-	17.494	0.402585	3.53	17.091415
chr4	116960500	116962900	-	18.9798	1.91093	5.27	17.06887
chr14	73768700	73782500	-	20.6531	3.60696	18.17	17.046139999999998
chr9	68501212	68504200	+	18.5091	1.48681	1.39	17.02229
chr13	110474900	110476700	+	18.2081	1.20776	1.86	17.00034
chr16	94548600	94550500	+	18.4366	1.44405	4.25	16.992549999999998
chr17	32247100	32255800	+	20.1944	3.25806	4.6	16.93634
chr1	169213500	169216100	-	18.0511	1.16484	3.59	16.88626
chr6	100233000	100237228	-	18.2088	1.32575	5.13	16.88305
chr15	98783100	98784327	-	17.6078	0.75702	3.0	16.85078
chr8	107254200	107262000	+	19.6661	2.81794	9.22	16.84816
chrX	47987200	47989275	-	17.237000000000002	0.402585	4.98	16.834415000000003
chr13	47217300	47219500	+	18.0084	1.1756	2.22	16.832800000000002
chr18	73912000	73915100	-	18.1364	1.31498	5.04	16.82142
chr16	31080000	31082200	-	18.3366	1.51912	2.78	16.81748
chr19	47027500	47038000	-	18.895	2.09338	10.11	16.80162
chr7	105251000	105258200	-	21.2938	4.49828	41.16	16.79552
chr7	26058900	26069700	+	19.7366	2.94701	9.97	16.78959
chr5	129505400	129515300	-	18.8223	2.03446	9.72	16.78784
chr7	26255600	26263500	-	19.195	2.40997	6.13	16.78503
chr7	26255600	26263500	-	19.195	2.40997	4.44	16.78503
chr7	148459100	148463600	-	18.2512	1.4762	7.49	16.775000000000002
chr17	28449600	28452300	+	17.7353	0.960851	4.53	16.774448999999997
chr2	32501100	32502826	+	17.4512	0.687179	10.39	16.764021
chr11	74646100	74652237	+	20.5224	3.77341	20.3	16.74899
chr7	29062387	29064100	+	18.3508	1.61034	6.01	16.74046
chr3	67316300	67320500	-	17.9789	1.26129	9.41	16.71761
chr1	90302300	90312000	+	19.4084	2.76441	20.44	16.643990000000002
chr12	85534205	85536500	-	19.108	2.46905	18.65	16.63895
chrX	155970281	155971800	+	17.1514	0.515346	2.15	16.636053999999998
chr5	63147100	63158700	-	18.8239	2.1899900000000003	3.85	16.633909999999997
chr5	63147100	63158700	-	18.8239	2.1899900000000003	6.31	16.633909999999997
chr5	7954200	7965600	+	18.8373	2.21676	12.84	16.62054
chr5	53979400	53981024	+	17.9084	1.28821	5.04	16.62019
chr11	75276600	75286800	+	19.751	3.13453	20.02	16.61647
chr14	22837700	22839800	+	17.5211	0.907471	14.33	16.613629
chr6	48503300	48505900	+	20.2942	3.69818	34.46	16.59602
chr9	77957300	77963200	+	18.5089	1.92693	3.41	16.581970000000002
chr5	37185500	37187795	-	17.3512	0.778249	4.35	16.572951
chr1	137583864	137585042	-	17.3079	0.767789	3.89	16.540111
chr15	75809500	75813400	-	19.5925	3.09177	10.66	16.50073
chrX	146891800	146894393	-	17.7086	1.22375	5.32	16.48485
chr1	157884200	157896300	+	18.751	2.27583	3.98	16.475170000000002
chr5	136438394	136439800	-	17.1345	0.724715	15.51	16.409785
chr5	130417990	130420100	+	17.2374	0.84809	7.78	16.389310000000002
chr9	40954800	40966400	-	18.237	1.85186	2.35	16.38514
chr16	90382700	90387700	+	19.223	2.86086	3.66	16.36214
chr2	154392000	154396800	-	17.822	1.4602	2.36	16.3618
chr14	79882200	79891200	+	19.4653	3.1133	23.76	16.352
chr19	60936200	60938200	-	17.608	1.2776	2.5	16.3304
chr11	78007874	78009900	+	17.2205	0.923469	4.52	16.297031
chr1	134941500	134945700	+	17.6509	1.36344	3.16	16.28746
chr4	133522400	133524800	-	18.1082	1.82494	4.85	16.28326
chr4	107888300	107892200	-	17.3365	1.05746	7.76	16.279040000000002
chr6	55152500	55155500	+	18.4774	2.2006	18.31	16.276799999999998
chr4	43887500	43892200	+	17.5221	1.24545	3.98	16.276649999999997
chr2	29105300	29108807	-	16.9793	0.708562	4.48	16.270737999999998
chr17	56016100	56019300	-	17.022000000000002	0.783633	1.76	16.238367000000004
chr17	56016100	56019300	-	17.022000000000002	0.783633	2.59	16.238367000000004
chr15	96861900	96881700	-	18.9507	2.74826	22.78	16.202440000000003
chr9	44540500	44543670	-	17.5359	1.35282	3.71	16.18308
chr19	36805300	36812200	-	18.9932	2.81256	17.0	16.18064
chr3	57228000	57236400	+	18.3091	2.1470700000000003	12.43	16.16203
chr11	95682100	95689600	+	19.2224	3.06485	11.42	16.15755
chr6	31265700	31274400	+	19.7372	3.58542	30.3	16.151780000000002
chr5	124893900	124901700	+	18.5654	2.43166	14.67	16.13374
chr13	4189600	4193200	+	17.1945	1.06284	4.91	16.13166
chr11	106886500	106890900	+	18.3364	2.21153	13.2	16.12487
chr14	62218021	62219800	+	16.7364	0.6227229999999999	1.51	16.113677
chr4	131631500	131636300	+	19.7087	3.59619	28.16	16.11251
chr3	87711400	87717500	+	19.2507	3.14007	19.44	16.110629999999997
chr11	69506100	69510040	-	18.4508	2.35644	7.07	16.09436
chr8	86525900	86529600	+	18.7081	2.61411	17.52	16.09399
chr10	77437300	77442027	+	19.8512	3.77341	5.12	16.07779
chr8	93894400	93910600	+	18.7516	2.69995	42.53	16.05165
chr4	42961900	42964800	+	18.3789	2.32952	4.87	16.049380000000003
chr9	21721300	21730800	-	20.1662	4.14923	2.92	16.01697
chr3	90269000	90270500	-	17.5077	1.49758	5.21	16.01012
chr15	78728800	78731500	+	17.2223	1.21329	3.25	16.00901
chr4	151551000	151556100	+	17.7365	1.75525	12.58	15.98125
chr19	4119700	4122500	-	18.5926	2.61934	9.08	15.973260000000002
chr13	32429300	32432300	-	17.6513	1.70695	1.68	15.94435
chr8	113617500	113620700	+	17.8084	1.87863	4.43	15.92977
chr8	113617500	113620700	+	17.8084	1.87863	2.71	15.92977
chr10	127235800	127242500	+	17.7944	1.87863	6.18	15.91577
chr1	183768300	183773900	-	17.936	2.02908	12.71	15.90692
chr6	121248900	121254500	+	19.4517	3.54789	41.32	15.903809999999998
chr1	34906173	34908900	+	17.0791	1.23991	2.05	15.83919
chr11	101120300	101124400	+	17.7647	1.93785	8.9	15.82685
chr19	29444000	29447600	+	17.923	2.104	7.35	15.818999999999999
